,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report,name,season
3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Gabriel Dos Santos,2023/2024
4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,71,2,2,2,0.0,0.0,0.0,1,0,52,60,86.7,5,49,0,1,0,Match Report,Gabriel Dos Santos,2023/2024
0,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,LB,2,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,4.0,0.0,0.0,0.0,Match Report,Oleksandr Zinchenko,2023/2024
1,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,LB,35,0,0,0,0,0,0,0,0,45.0,0.0,1,1.0,0.0,0.0,0.1,2.0,0.0,34.0,41.0,82.9,7.0,21.0,2.0,1.0,0.0,Match Report,Oleksandr Zinchenko,2023/2024
2,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,LB,75,0,0,0,0,0,0,0,0,61.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,49.0,59.0,83.1,3.0,37.0,2.0,0.0,0.0,Match Report,Oleksandr Zinchenko,2023/2024
1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jakub Kiwior,2023/2024
2,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"CB,LB",2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,Match Report,Jakub Kiwior,2023/2024
3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,"LB,CB",90,0,0,0,0,1,0,0,0,75,2,0,3,0.4,0.4,0.0,0,0,54,65,83.1,8,32,0,0,0,Match Report,Jakub Kiwior,2023/2024
4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jakub Kiwior,2023/2024
1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"LM,LW",17,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.0,3,0,7,10,70.0,1,5,1,1,1,Match Report,Leandro Trossard,2023/2024
2,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Leandro Trossard,2023/2024
3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,FW,45,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.7,6,0,15,21,71.4,1,14,1,0,0,Match Report,Leandro Trossard,2023/2024
4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Leandro Trossard,2023/2024
1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,LB,49,0,0,0,0,0,0,1,0,51.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,7.0,39.0,0.0,0.0,0.0,Match Report,Jurrien Timber,2023/2024
1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Fabio Vieira,2023/2024
2,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Fabio Vieira,2023/2024
3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,LM,35,0,1,0,0,1,1,0,0,27,0,0,0,0.0,0.0,0.3,3,1,16,21,76.2,5,19,3,3,1,Match Report,Fabio Vieira,2023/2024
4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,LM,14,0,1,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.8,1,1,13,13,100.0,2,8,1,1,0,Match Report,Fabio Vieira,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jorginho,2023/2024
1,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,CM,12,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,9,0,0,0,Match Report,Jorginho,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,RM,7,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,18,19,94.7,7,12,2,0,0,Match Report,Jorginho,2023/2024
3,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,RM,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Match Report,Jorginho,2023/2024
0,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,CM,1,0,0,0,0,1,1,0,0,5.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,Match Report,Gabriel Jesus,2023/2024
1,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,FW,15,1,0,0,0,1,1,1,0,9.0,0.0,0,0.0,0.8,0.8,0.0,2.0,1.0,6.0,6.0,100.0,1.0,5.0,2.0,3.0,3.0,Match Report,Gabriel Jesus,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Reiss Nelson,2023/2024
1,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Reiss Nelson,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Reiss Nelson,2023/2024
3,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,LW,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,1,0,0,Match Report,Reiss Nelson,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y*,CB,90,0,0,0,0,2,0,0,0,124,1,0,0,0.1,0.1,0.0,3,1,110,119,92.4,11,105,5,0,0,Match Report,Lewis Dunk,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y*,CB,90,0,0,0,0,0,0,0,0,86,3,1,0,0.0,0.0,0.0,0,0,70,79,88.6,5,41,2,0,0,Match Report,Lewis Dunk,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y*,CB,90,0,0,0,0,4,1,0,0,142,2,0,0,0.1,0.1,0.0,3,0,118,130,90.8,16,118,6,0,0,Match Report,Lewis Dunk,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y*,CB,90,0,0,0,0,1,0,0,0,87,0,0,1,0.0,0.0,0.0,3,1,77,85,90.6,4,62,0,0,0,Match Report,Lewis Dunk,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,LB,90,0,1,0,0,3,2,1,0,100.0,1.0,0,1.0,0.1,0.1,1.5,10.0,1.0,78.0,94.0,83.0,15.0,75.0,10.0,1.0,1.0,Match Report,Pervis Estupinan,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,LB,90,1,1,0,0,2,1,1,0,68.0,2.0,1,1.0,0.2,0.2,0.5,2.0,0.0,46.0,58.0,79.3,6.0,36.0,2.0,2.0,0.0,Match Report,Pervis Estupinan,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,LB,90,0,0,0,0,0,0,0,0,86.0,0.0,2,0.0,0.0,0.0,0.1,4.0,0.0,66.0,81.0,81.5,9.0,64.0,5.0,3.0,1.0,Match Report,Pervis Estupinan,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,LB,90,0,0,0,0,1,0,0,0,60.0,1.0,3,3.0,0.0,0.0,0.1,3.0,0.0,34.0,42.0,81.0,4.0,30.0,2.0,1.0,0.0,Match Report,Pervis Estupinan,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,LW,90,0,1,0,0,1,0,1,0,55,1,0,0,0.0,0.0,0.6,8,2,42,48,87.5,5,46,7,3,1,Match Report,Kaoru Mitoma,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,LW,80,1,1,0,0,1,1,0,0,37,2,1,0,0.5,0.5,0.4,6,3,25,28,89.3,3,22,5,6,2,Match Report,Kaoru Mitoma,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,LW,90,0,0,0,0,2,0,1,0,51,0,0,1,0.1,0.1,0.2,2,0,33,43,76.7,2,40,12,5,3,Match Report,Kaoru Mitoma,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,LW,90,0,1,0,0,4,1,0,0,36,0,0,0,0.2,0.2,0.3,5,1,17,21,81.0,1,27,4,7,2,Match Report,Kaoru Mitoma,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,DM,90,0,0,0,0,3.0,1.0,0,0,95.0,2.0,2.0,2.0,0.5,0.5,0.6,8.0,0.0,67.0,79.0,84.8,8.0,59.0,0.0,1.0,1.0,Match Report,Pascal Gross,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,DM,80,0,0,0,0,0.0,0.0,1,0,70.0,0.0,1.0,1.0,0.0,0.0,0.2,3.0,0.0,58.0,66.0,87.9,7.0,37.0,1.0,1.0,1.0,Match Report,Pascal Gross,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,DM,90,1,0,0,0,5.0,4.0,0,0,131.0,1.0,0.0,2.0,0.2,0.2,0.2,12.0,1.0,102.0,122.0,83.6,26.0,92.0,4.0,1.0,1.0,Match Report,Pascal Gross,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,"DM,RM",88,0,0,0,0,0.0,0.0,0,0,71.0,3.0,2.0,3.0,0.0,0.0,0.1,2.0,0.0,49.0,58.0,84.5,4.0,38.0,2.0,3.0,2.0,Match Report,Pascal Gross,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,RW,73,1,0,0,0,3,2,0,0,44,1,0,0,0.4,0.4,0.0,4,0,24,34,70.6,3,34,1,5,2,Match Report,Solly March,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,RW,90,2,0,0,0,5,4,0,0,47,4,4,1,0.9,0.9,0.1,3,0,18,25,72.0,1,23,2,4,2,Match Report,Solly March,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,RW,71,0,0,0,0,2,0,0,0,53,1,1,1,0.1,0.1,0.1,5,0,38,46,82.6,6,30,1,2,1,Match Report,Solly March,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,"RW,AM",80,0,0,0,0,1,0,0,0,44,1,2,1,0.0,0.0,0.0,4,0,26,31,83.9,3,30,2,3,1,Match Report,Solly March,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,N,DM,17,0,0,0,0,1.0,1.0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,1.0,16.0,0.0,0.0,0.0,Match Report,Billy Gilmour,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,DM,90,0,0,0,0,0.0,0.0,0,0,81.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,72.0,76.0,94.7,4.0,42.0,1.0,0.0,0.0,Match Report,Billy Gilmour,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,DM,59,0,0,0,0,2.0,0.0,0,0,72.0,0.0,0.0,2.0,0.2,0.2,0.1,6.0,0.0,62.0,66.0,93.9,14.0,42.0,3.0,0.0,0.0,Match Report,Billy Gilmour,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,DM,76,0,1,0,0,1.0,1.0,0,0,71.0,0.0,0.0,1.0,0.0,0.0,0.1,5.0,3.0,57.0,66.0,86.4,6.0,45.0,0.0,0.0,0.0,Match Report,Billy Gilmour,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,RB,78,0,0,0,0,0,0,0,0,52,2,0,2,0.0,0.0,0.0,3,0,39,43,90.7,5,26,1,0,0,Match Report,James Milner,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,RB,56,0,0,0,0,0,0,1,0,35,2,1,0,0.0,0.0,0.1,1,0,22,30,73.3,2,18,0,0,0,Match Report,James Milner,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,RB,71,0,0,0,0,0,0,0,0,75,1,2,1,0.0,0.0,0.0,0,0,52,63,82.5,10,54,0,1,0,Match Report,James Milner,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,N,LM,10,0,0,0,0,0,0,1,0,14,1,0,0,0.0,0.0,0.0,0,0,12,13,92.3,0,8,1,0,0,Match Report,James Milner,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,FW,77,0,0,0,0,4,1,0,0,26,0,0,1,0.3,0.3,0.0,3,0,12,14,85.7,1,16,2,1,1,Match Report,Danny Welbeck,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,FW,56,0,0,0,0,2,1,0,0,33,0,0,2,0.2,0.2,0.1,6,2,19,22,86.4,2,22,3,0,0,Match Report,Danny Welbeck,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,AM,59,0,0,0,0,1,0,0,0,26,1,0,1,0.0,0.0,0.1,4,0,18,21,85.7,2,20,1,1,0,Match Report,Danny Welbeck,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,AM,87,1,0,1,1,3,1,0,0,49,2,0,0,1.3,0.6,0.0,4,1,24,30,80.0,4,38,3,5,0,Match Report,Joao Pedro,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,N,"AM,FW",34,0,0,0,0,1,0,1,0,22,2,0,1,0.2,0.2,0.0,2,0,9,10,90.0,0,11,1,3,1,Match Report,Joao Pedro,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,N,AM,31,0,0,0,0,2,0,0,0,37,1,0,1,0.1,0.1,0.1,1,0,21,29,72.4,4,26,4,0,0,Match Report,Joao Pedro,2023/2024
